bundestag_id;nachname;vorname;wp;fraktion;full_name;twitter_handle;account_type;activity;;
11004355;Mittag;Susanne;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Susanne Mittag;MittagSusanne;person;1;;
11004823;Mohamed Ali;Amira;20;Fraktion DIE LINKE.;Amira Mohamed Ali;Amira_M_Ali;person;1;;
11004111;Möhring;Cornelia;20;Fraktion DIE LINKE.;Cornelia Möhring;Conni_Moehring;person;1;;
11004824;Mohrs;Falko;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Falko Mohrs;FalkoMohrs;person;1;;
11004825;Moll;Claudia;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Claudia Moll;ClaudiaMollMdB;person;1;;
11004826;Möller;Siemtje;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Siemtje Möller;SiemtjeMdB;person;1;;
11005156;Moncsek;Mike;20;Alternative für Deutschland;Mike Moncsek;Mike_Moncsek;person;1;;
11004113;Monstadt;Dietrich;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Dietrich Monstadt;MdBMonstadt;person;0;;
11005157;Moosdorf;Matthias;20;Alternative für Deutschland;Matthias Moosdorf;MMoosdorf;person;0;;
11005158;Mordhorst;Maximilian;20;Fraktion der Freien Demokratischen Partei;Maximilian Mordhorst;maxmordhorst;person;1;;
11005159;Mörseburg;Maximilian;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Maximilian Mörseburg;maxmoerseburg;person;1;;
11003597;Müller;Stefan;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Stefan Müller;smuellermdb;person;1;;
11003815;Müller;Carsten;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Carsten Müller;NA;person;NA;;
11003816;Müller;Detlef;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Detlef Müller;MuellerChemnitz;person;1;;
11004358;Müller;Bettina;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Bettina Müller;BetMueller;person;1;;
11004828;Müller;Alexander;20;Fraktion der Freien Demokratischen Partei;Alexander Müller;alexmuellerfdp;person;1;;
11004829;Müller;Axel;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Axel Müller;NA;person;NA;;
11004830;Müller;Claudia;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Claudia Müller;GruenClaudia;person;0;;
11004832;Müller;Sepp;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Sepp Müller;mueller_sepp;person;1;;
11005160;Müller;Florian;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Florian Müller;FlorianMM;person;1;;
11005161;Müller;Michael;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Michael Müller;NA;person;NA;;
11005162;Müller;Sascha;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Sascha Müller;SaschaMuller;person;1;;
11004117;Müller-Gemmeke;Beate;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Beate Müller-Gemmeke;GrueneBeate;person;1;;
11004834;Müller-Rosentritt;Frank;20;Fraktion der Freien Demokratischen Partei;Frank Müller-Rosentritt;theliberalfran;person;1;;
11004359;Müntefering;Michelle;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Michelle Müntefering;Mi_Muentefering;person;1;;
11004836;Münzenmaier;Sebastian;20;Alternative für Deutschland;Sebastian Münzenmaier;S_Muenzenmaier;person;1;;
11003599;Mützenich;Rolf;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Rolf Mützenich;NA;person;NA;;
11005163;Nacke;Stefan;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Stefan Nacke;NA;person;NA;;
11005164;Nanni;Sara;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Sara Nanni;SaraNanni;person;1;;
11005165;Nasr;Rasha;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Rasha Nasr;rasha_nasr_;person;1;;
11004837;Nastic;Zaklin;20;Fraktion DIE LINKE.;Zaklin Nastic;ZaklinNastic;person;1;;
11005166;Naujok;Edgar;20;Alternative für Deutschland;Edgar Naujok;edgar_naujok;person;1;;
11004119;Nestle;Ingrid;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Ingrid Nestle;Ingrid_Nestle;person;1;;
11005167;Nick;Ophelia;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Ophelia Nick;OpheliaNick;person;1;;
11005168;Nickholz;Brian;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Brian Nickholz;BrianNickholz;person;1;;
11004841;Nicolaisen;Petra;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Petra Nicolaisen;NA;person;NA;;
11003199;Nietan;Dietmar;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Dietmar Nietan;NA;person;NA;;
11004842;Nolte;Jan Ralf;20;Alternative für Deutschland;Jan Ralf Nolte;Jan_Nolte_AfD;person;1;;
11004123;Notz;Konstantin;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Konstantin Notz;KonstantinNotz;person;1;;
11003881;Nouripour;Omid;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Omid Nouripour;nouripour;person;1;;
11005169;Nürnberger;Jörg;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Jörg Nürnberger;joergnurnberger;person;1;;
11005170;Oehl;Lennard;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Lennard Oehl;lennardoehl;person;1;;
11004365;Oellers;Wilfried;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Wilfried Oellers;WilfriedOellers;person;0;;
11005171;Oppelt;Moritz;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Moritz Oppelt;MoritzOppelt;person;0;;
11004844;Ortleb;Josephine;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Josephine Ortleb;josephineortleb;person;1;;
11004366;Oßner;Florian;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Florian Oßner;Florian_Ossner;person;1;;
11004845;Oster;Josef;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Josef Oster;josefoster;person;1;;
11003821;Otte;Henning;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Henning Otte;HenningOtteMdB;person;1;;
11005172;Otte;Karoline;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Karoline Otte;karo_otte;person;1;;
11004846;Otten;Gerold;20;Alternative für Deutschland;Gerold Otten;Gerold_Otten;person;1;;
11002746;Özdemir;Cem;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Cem Özdemir;cem_oezdemir;person;1;;
11004368;Özdemir;Mahmut;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Mahmut Özdemir;oezdemir_spd;person;1;;
11004124;Özoğuz;Aydan;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Aydan Özoğuz;oezoguz;person;1;;
11005173;Pahlke;Julian;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Julian Pahlke;J_Pahlke;person;1;;
11005174;Pantazis;Christos;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Christos Pantazis;Dr_Pantazis;person;1;;
11005175;Papenbrock;Wiebke;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Wiebke Papenbrock;NA;person;NA;;
11005176;Papendieck;Mathias;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Mathias Papendieck;M_Papendieck;person;1;;
11003206;Pau;Petra;20;Fraktion DIE LINKE.;Petra Pau;PetraPauMaHe;person;1;;
11004127;Paus;Lisa;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Lisa Paus;lisapaus;person;1;;
11005177;Pawlik;Natalie;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Natalie Pawlik;natalie_pawlik;person;1;;
11005178;Peick;Jens;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Jens Peick;JensPeick;person;1;;
11004848;Pellmann;Sören;20;Fraktion DIE LINKE.;Sören Pellmann;LINKEPELLI;person;1;;
11004849;Perli;Victor;20;Fraktion DIE LINKE.;Victor Perli;victorperli;person;1;;
11004850;Peterka;Tobias Matthias;20;Alternative für Deutschland;Tobias Matthias Peterka;TobiasMPeterka;person;1;;
11004605;Petry;Christian;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Christian Petry;CPetryMdB;person;1;;
11005179;Philippi;Andreas;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Andreas Philippi;PhilippiSpd;person;1;;
11005180;Piechotta;Paula;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Paula Piechotta;PaulaPiechotta;person;1;;
11004853;Pilsinger;Stephan;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Stephan Pilsinger;StephPilsinger;person;1;;
11005181;Plobner;Jan;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Jan Plobner;JanPlobner;person;1;;
11004854;Ploß;Christoph;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Christoph Ploß;christophploss;person;1;;
11005182;Plum;Martin;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Martin Plum;MartinPlumMdB;person;1;;
11004856;Pohl;Jürgen;20;Alternative für Deutschland;Jürgen Pohl;Pohl_MdB;person;1;;
11004857;Polat;Filiz;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Filiz Polat;filizgreen;person;1;;
11004377;Poschmann;Sabine;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Sabine Poschmann;NA;person;NA;;
11004378;Post;Achim;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Achim Post;Achim_P;person;1;;
11004858;Protschka;Stephan;20;Alternative für Deutschland;Stephan Protschka;AfDProtschka;person;1;;
11002754;Rachel;Thomas;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Thomas Rachel;_thomasrachel;person;1;;
11004382;Radomski;Kerstin;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Kerstin Radomski;NA;person;NA;;
11004383;Radwan;Alexander;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Alexander Radwan;AlexanderRadwan;person;1;;
11005273;Raffelhüschen;Claudia;20;Fraktion der Freien Demokratischen Partei;Claudia Raffelhüschen;CRaffelhueschen;person;1;;
11004384;Rainer;Alois;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Alois Rainer;AloisRainer;person;1;;
11001772;Ramsauer;Peter;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Peter Ramsauer;NA;person;NA;;
11005183;Redder;Volker;20;Fraktion der Freien Demokratischen Partei;Volker Redder;docredder;person;1;;
11005184;Rehbaum;Henning;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Henning Rehbaum;HenningRehbaum;person;1;;
11004859;Reichardt;Martin;20;Alternative für Deutschland;Martin Reichardt;M_Reichardt_AfD;person;1;;
11005185;Reichel;Markus;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Markus Reichel;MarkusReichelDD;person;1;;
11005186;Reichinnek;Heidi;20;Fraktion DIE LINKE.;Heidi Reichinnek;HeidiReichinnek;person;1;;
11005187;Reinalter;Anja;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Anja Reinalter;NA;person;NA;;
11004229;Reinhold;Hagen;20;Fraktion der Freien Demokratischen Partei;Hagen Reinhold;reinholdmdb;person;1;;
11004385;Renner;Martina;20;Fraktion DIE LINKE.;Martina Renner;MartinaRenner;person;1;;
11004862;Renner;Martin Erwin;20;Alternative für Deutschland;Martin Erwin Renner;Renner_AfD;person;1;;
11004864;Reuther;Bernd;20;Fraktion der Freien Demokratischen Partei;Bernd Reuther;reuther_bernd;person;1;;
11005188;Rhie;Ye-One;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Ye-One Rhie;YeOne_Rhie;person;1;;
11004136;Rief;Josef;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Josef Rief;NA;person;NA;;
11004865;Riexinger;Bernd;20;Fraktion DIE LINKE.;Bernd Riexinger;b_riexinger;person;1;;
11004387;Rimkus;Andreas;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Andreas Rimkus;Andreas_Rimkus;person;1;;
11005189;Rinck;Frank;20;Alternative für Deutschland;Frank Rinck;NA;person;NA;;
11003830;Rix;Sönke;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Sönke Rix;SoenkeRix;person;1;;
11004388;Rohde;Dennis;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Dennis Rohde;NA;person;NA;;
11005190;Rohwer;Lars;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Lars Rohwer;NA;person;NA;;
11005191;Roloff;Sebastian;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Sebastian Roloff;SebRoloff;person;1;;
11004389;Rosemann;Martin;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Martin Rosemann;MartinRosemann;person;1;;
11005192;Rosenthal;Jessica;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Jessica Rosenthal;jessi_rosenthal;person;1;;
11004138;Rößner;Tabea;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Tabea Rößner;TabeaRoessne;person;1;;
11003212;Roth;Claudia;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Claudia Roth;NA;person;NA;;
11003213;Roth;Michael;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Michael Roth;MiRo_SPD;person;1;;
11002765;Röttgen;Norbert;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Norbert Röttgen;n_roettgen;person;1;;
11004866;Rottmann;Manuela;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Manuela Rottmann;ManuelaRottman;person;1;;
11004867;Rouenhoff;Stefan;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Stefan Rouenhoff;StefanRouenhoff;person;1;;
11005193;Röwekamp;Thomas;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Thomas Röwekamp;TR_Bremen;person;1;;
11004139;Rüddel;Erwin;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Erwin Rüddel;Erwin_Rueddel;person;1;;
11005194;Rudolph;Thorsten;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Thorsten Rudolph;jethoru;person;1;;
11005195;Rudolph;Tina;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Tina Rudolph;NA;person;NA;;
11004390;Rüffer;Corinna;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Corinna Rüffer;crueffer;person;1;;
11003620;Rupprecht;Albert;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Albert Rupprecht;NA;person;1;;
11004392;Rützel;Bernd;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Bernd Rützel;ruetzelbernd;person;0;;
11004622;Ryglewski;Sarah;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Sarah Ryglewski;RyglewskiS;person;1;;
11004393;Saathoff;Johann;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Johann Saathoff;Johann_Saathof;person;1;;
11005198;Santos Firnhaber;Catarina;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Catarina Santos Firnhaber;CatarinaDosSa;person;1;;
11004869;Sattelberger;Thomas;20;Fraktion der Freien Demokratischen Partei;Thomas Sattelberger;th_sattelberger;person;1;;
11004871;Sauter;Christian;20;Fraktion der Freien Demokratischen Partei;Christian Sauter;Chr_Sauter;person;1;;
11003624;Schäfer;Axel;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Axel Schäfer;NA;person;NA;;
11005199;Schäfer;Ingo;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Ingo Schäfer;ingoschaeferspd;person;1;;
11005200;Schäfer;Jamila;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Jamila Schäfer;jamila_anna;person;1;;
11005201;Schäfer;Sebastian;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Sebastian Schäfer;sebastian_es_;person;1;;
11003834;Schäffler;Frank;20;Fraktion der Freien Demokratischen Partei;Frank Schäffler;f_schaeffler;person;1;;
11005202;Schamber;Rebecca;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Rebecca Schamber;NA;person;NA;;
11005203;Schattner;Bernd;20;Alternative für Deutschland;Bernd Schattner;Schattner_MdB;person;1;;
11005204;Schätzl;Johannes;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Johannes Schätzl;SchaetzlJo;person;0;;
11001938;Schäuble;Wolfgang;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Wolfgang Schäuble;NA;person;NA;;
11004395;Schauws;Ulle;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Ulle Schauws;ulle_schauws;person;1;;
11004396;Scheer;Nina;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Nina Scheer;NinaScheer_SPD;person;1;;
11005205;Schenderlein;Christiane;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Christiane Schenderlein;schenderleinmdb;person;1;;
11003625;Scheuer;Andreas;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Andreas Scheuer;andreasscheuer;person;1;;
11003838;Schieder;Marianne;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Marianne Schieder;m_schieder;person;1;;
11004397;Schiefner;Udo;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Udo Schiefner;UdoSchiefner;person;0;;
11004873;Schielke-Ziesing;Ulrike;20;Alternative für Deutschland;Ulrike Schielke-Ziesing;ulschzi;person;1;;
11005206;Schierenbeck;Peggy;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Peggy Schierenbeck;NA;person;NA;;
11004398;Schimke;Jana;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Jana Schimke;JanaSchimke;person;1;;
11005207;Schisanowski;Timo;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Timo Schisanowski;NA;person;NA;;
11004876;Schmid;Nils;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Nils Schmid;NilsSchmid;person;1;;
11005208;Schmid;Christoph;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Christoph Schmid;kratermensch;person;1;;
11004401;Schmidt;Dagmar;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Dagmar Schmidt;dieschmidt;person;1;;
11004877;Schmidt;Stefan;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Stefan Schmidt;Schmidt_MdB;person;1;;
11004878;Schmidt;Uwe;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Uwe Schmidt;NA;person;NA;;
11005209;Schmidt;Eugen;20;Alternative für Deutschland;Eugen Schmidt;AfDrus;person;1;;
11005210;Schmidt;Jan Wenzel;20;Alternative für Deutschland;Jan Wenzel Schmidt;jws_afd;person;1;;
11003218;Schneider;Carsten;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Carsten Schneider;schneidercar;person;1;;
11004880;Schneider;Jörg;20;Alternative für Deutschland;Jörg Schneider;Schneider_AfD;person;1;;
11005211;Schneider;Daniel;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Daniel Schneider;schneider_cux;person;1;;
11004146;Schnieder;Patrick;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Patrick Schnieder;Pschnieder;person;1;;
11003231;Scholz;Olaf;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Olaf Scholz;OlafScholz;person;1;;
11004116;Schön;Nadine;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Nadine Schön;NadineSchoen;person;1;;
11005212;Schönberger;Marlene;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Marlene Schönberger;lime_green_leni;person;1;;
11004881;Schraps;Johannes;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Johannes Schraps;jschraps;person;1;;
11005213;Schreider;Christian;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Christian Schreider;NA;person;NA;;
11004883;Schreiner;Felix;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Felix Schreiner;felixschreiner;person;1;;
11005214;Schröder;Christina-Johanne;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Christina-Johanne Schröder;cj_schroeder;person;1;;
11005215;Schröder;Ria;20;Fraktion der Freien Demokratischen Partei;Ria Schröder;ria_schroeder;person;0;;
11004884;Schrodi;Michael;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Michael Schrodi;mischrodi;person;1;;
11004888;Schulz;Uwe;20;Alternative für Deutschland;Uwe Schulz;Uwe_Schulz_AfD;person;1;;
11005216;Schulz;Anja;20;Fraktion der Freien Demokratischen Partei;Anja Schulz;_anja_schulz;person;1;;
11004405;Schulz-Asche;Kordula;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Kordula Schulz-Asche;K_SA;person;1;;
11005217;Schulze;Svenja;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Svenja Schulze;SvenjaSchulze68;person;1;;
11003846;Schwabe;Frank;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Frank Schwabe;FrankSchwabe;person;1;;
11004150;Schwartze;Stefan;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Stefan Schwartze;s_schwartze;person;1;;
11004407;Schwarz;Andreas;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Andreas Schwarz;Schwarz_MdB;person;1;;
11005218;Schwarz;Armin;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Armin Schwarz;ArminSchwarz;person;1;;
11003847;Schwarzelühr-Sutter;Rita;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Rita Schwarzelühr-Sutter;rischwasu;person;1;;
11004890;Seestern-Pauly;Matthias;20;Fraktion der Freien Demokratischen Partei;Matthias Seestern-Pauly;mseesternpauly;person;1;;
11005219;Seidler;Stefan;20;Fraktionslos;Stefan Seidler;NA;person;NA;;
11004152;Seif;Detlef;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Detlef Seif;NA;person;NA;;
11005220;Seiter;Stephan;20;Fraktion der Freien Demokratischen Partei;Stephan Seiter;StSeiter;person;1;;
11004891;Seitz;Thomas;20;Alternative für Deutschland;Thomas Seitz;Th_Seitz_AfD;person;1;;
11005221;Seitzl;Lina;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Lina Seitzl;Lina_Seitzl;person;1;;
11005222;Sekmen;Melis;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Melis Sekmen;Melis_S;person;0;;
11005223;Semet;Rainer;20;Fraktion der Freien Demokratischen Partei;Rainer Semet;RainerSemet;person;1;;
11004892;Sichert;Martin;20;Alternative für Deutschland;Martin Sichert;Martin_Sichert;person;1;;
11003636;Silberhorn;Thomas;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Thomas Silberhorn;SilberhornMdB;person;1;;
11004893;Simon;Björn;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Björn Simon;BjoernSimon;person;1;;
11003848;Sitte;Petra;20;Fraktion DIE LINKE.;Petra Sitte;Petra_Sitte_MdB;person;1;;
11004159;Skudelny;Judith;20;Fraktion der Freien Demokratischen Partei;Judith Skudelny;JudithSkudelny;person;1;;
11005224;Slawik;Nyke;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Nyke Slawik;nyke_slawik;person;1;;
11004409;Sorge;Tino;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Tino Sorge;TinoSorge;person;1;;
11003638;Spahn;Jens;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Jens Spahn;jensspahn;person;1;;
11005225;Spallek;Anne Monika;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Anne Monika Spallek;AnneSpallek;person;1;;
11004899;Spaniel;Dirk;20;Alternative für Deutschland;Dirk Spaniel;DirkSpaniel;person;1;;
11005226;Spellerberg;Merle;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Merle Spellerberg;spellerberg_m;person;1;;
11004900;Springer;René;20;Alternative für Deutschland;René Springer;Rene_Springer;person;1;;
11004412;Stadler;Svenja;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Svenja Stadler;stadler_svenja;person;1;;
11004901;Staffler;Katrin;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Katrin Staffler;katrin_staffler;person;1;;
11005227;Stahr;Nina;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Nina Stahr;ninastahr;person;1;;
11004413;Stamm-Fibich;Martina;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Martina Stamm-Fibich;stamm_fibich;person;1;;
11004902;Stark-Watzinger;Bettina;20;Fraktion der Freien Demokratischen Partei;Bettina Stark-Watzinger;starkwatzinger;person;1;;
11005228;Steffen;Till;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Till Steffen;till_steffen;person;1;;
11004414;Stefinger;Wolfgang;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Wolfgang Stefinger;StefingerMdB;person;1;;
11004415;Stegemann;Albert;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Albert Stegemann;StegemannAlbert;person;1;;
11005229;Stegner;Ralf;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Ralf Stegner;Ralf_Stegner;person;1;;
11004904;Stein;Mathias;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Mathias Stein;stonie_kiel;person;1;;
11004418;Steiniger;Johannes;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Johannes Steiniger;JoSteiniger;person;1;;
11005230;Steinmüller;Hanna;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Hanna Steinmüller;HanSteinmueller;person;1;;
11003639;Stetten;Christian;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Christian Stetten;CvStetten;person;1;;
11005231;Sthamer;Nadja;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Nadja Sthamer;nadjasthamer;person;1;;
11004168;Stier;Dieter;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Dieter Stier;NA;person;NA;;
11005232;Stöber;Klaus;20;Alternative für Deutschland;Klaus Stöber;NA;person;NA;;
11005233;Stöcker;Diana;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Diana Stöcker;NA;person;NA;;
11005234;Stockmeier;Konrad;20;Fraktion der Freien Demokratischen Partei;Konrad Stockmeier;KonradStockmei1;person;1;;
11004905;Storch;Beatrix;20;Alternative für Deutschland;Beatrix Storch;Beatrix_vStorch;person;1;;
11003643;Storjohann;Gero;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Gero Storjohann;gero_storjohann;person;1;;
11004906;Strack-Zimmermann;Marie-Agnes;20;Fraktion der Freien Demokratischen Partei;Marie-Agnes Strack-Zimmermann;MAStrackZi;person;1;;
11004169;Stracke;Stephan;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Stephan Stracke;NA;person;NA;;
11004908;Strasser;Benjamin;20;Fraktion der Freien Demokratischen Partei;Benjamin Strasser;bstrasser;person;1;;
11002812;Straubinger;Max;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Max Straubinger;NA;person;NA;;
11003888;Strengmann-Kuhn;Wolfgang;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Wolfgang Strengmann-Kuhn;W_SK;person;1;;
11005235;Stumpp;Christina;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Christina Stumpp;NA;person;NA;;
11005236;Stüwe;Ruppert;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Ruppert Stüwe;stuewer;person;1;;
