,bundestag_id,nachname,vorname,wp,fraktion,full_name,twitter_handle,account_type,activity
345,11004333,Kühn,Christian,20,Gruene,Christian Kühn,ChrisKuehn_mdb,person,1.0
346,11005119,Kühnert,Kevin,20,SPD,Kevin Kühnert,KuehniKev,person,0.0
347,11003576,Künast,Renate,20,Gruene,Renate Künast,RenateKuenast,person,1.0
348,11003578,Kurth,Markus,20,Gruene,Markus Kurth,markuskurthmdb,person,1.0
349,11005120,Lahrkamp,Sarah,20,SPD,Sarah Lahrkamp,SLahrkamp,person,0.0
350,11004798,Lambsdorff,Alexander,20,FDP,Alexander Lambsdorff,Lambsdorff,person,0.0
351,11005121,Lang,Ricarda,20,Gruene,Ricarda Lang,Ricarda_Lang,person,1.0
352,11004087,Lange,Ulrich,20,CDU,Ulrich Lange,UlrichLange,person,1.0
353,11005122,Larem,Andreas,20,SPD,Andreas Larem,andreaslarem,person,1.0
354,11002718,Laschet,Armin,20,CDU,Armin Laschet,ArminLaschet,person,1.0
356,11004336,Launert,Silke,20,CDU,Silke Launert,SilkeLaunert,person,1.0
357,11003797,Lauterbach,Karl,20,SPD,Karl Lauterbach,Karl_Lauterbach,person,1.0
358,11004088,Lay,Caren,20,Linke,Caren Lay,CarenLay,person,1.0
359,11004799,Lechte,Ulrich,20,FDP,Ulrich Lechte,ulrichlechte,person,1.0
361,11004801,Lehmann,Sven,20,Gruene,Sven Lehmann,svenlehmann,person,1.0
362,11004953,Lehmann,Sylvia,20,SPD,Sylvia Lehmann,LehmannSpd,person,1.0
364,11004337,Leikert,Katja,20,CDU,Katja Leikert,KLeikert,person,1.0
365,11005124,Leiser,Kevin,20,SPD,Kevin Leiser,KLHohenlohe,person,1.0
366,11002720,Lemke,Steffi,20,Gruene,Steffi Lemke,SteffiLemke,person,1.0
369,11004091,Lenkert,Ralph,20,Linke,Ralph Lenkert,RLenkert,person,1.0
370,11004339,Lenz,Andreas,20,CDU,Andreas Lenz,DerLenzMdB,person,1.0
371,11005127,Leye,Christian,20,Linke,Christian Leye,christian_leye,person,1.0
372,11005128,Licina-Bode,Luiza,20,SPD,Luiza Licina-Bode,BodeLuiza,person,1.0
373,11005129,Lieb,Thorsten,20,FDP,Thorsten Lieb,ThorstenLieb,person,1.0
374,11005130,Liebert,Anja,20,Gruene,Anja Liebert,anja_liebert,person,1.0
375,11005131,Limbacher,Esra,20,SPD,Esra Limbacher,EsraLimbacher,person,0.0
376,11005132,Limburg,Helge,20,Gruene,Helge Limburg,Helge_Limburg,person,1.0
377,11004095,Lindemann,Lars,20,FDP,Lars Lindemann,LFLindemann,person,1.0
378,11004802,Lindh,Helge,20,SPD,Helge Lindh,helgelindh,person,1.0
379,11004342,Lindholz,Andrea,20,CDU,Andrea Lindholz,AndreaLindholz,person,1.0
380,11004097,Lindner,Christian,20,FDP,Christian Lindner,c_lindner,person,1.0
381,11004217,Lindner,Tobias,20,Gruene,Tobias Lindner,tobiaslindner,person,1.0
382,11003802,Link,Michael Georg,20,FDP,Michael Georg Link,michael_g_link,person,1.0
385,11005133,Loop,Denise,20,Gruene,Denise Loop,denise_loop,person,1.0
387,11003584,Lötzsch,Gesine,20,Linke,Gesine Lötzsch,LoetzschMdB,person,1.0
388,11004807,Lucassen,Rüdiger,20,AFD,Rüdiger Lucassen,MdB_Lucassen,person,1.0
389,11005134,Lucks,Max,20,Gruene,Max Lucks,max_lucks,person,1.0
390,11004100,Luczak,Jan-Marco,20,CDU,Jan-Marco Luczak,JM_Luczak,person,1.0
391,11003613,Ludwig,Daniela,20,CDU,Daniela Ludwig,DaniLudwigMdB,person,1.0
392,11005135,Lugk,Bettina,20,SPD,Bettina Lugk,BettinaLugk,person,1.0
393,11003585,Lührmann,Anna,20,Gruene,Anna Lührmann,AnnaLuehrmann,person,1.0
394,11004102,Luksic,Oliver,20,FDP,Oliver Luksic,OlliLuksic,person,1.0
395,11005136,Lütke,Kristine,20,FDP,Kristine Lütke,kristine_lutke,person,1.0
396,11004103,Lutze,Thomas,20,Linke,Thomas Lutze,thlutze,person,1.0
397,11004809,Maas,Heiko,20,SPD,Heiko Maas,HeikoMaas,person,1.0
398,11005137,Machalet,Tanja,20,SPD,Tanja Machalet,TMachalet,person,0.0
400,11004949,Mackensen-Geis,Isabel,20,SPD,Isabel Mackensen-Geis,IsabelMackensen,person,1.0
401,11004346,Magwas,Yvonne,20,CDU,Yvonne Magwas,YvonneMagwas,person,1.0
402,11005139,Malottki,Erik,20,SPD,Erik Malottki,EVMGreifswald,person,1.0
403,11005140,Mann,Holger,20,SPD,Holger Mann,HolgerMannLE,person,1.0
404,11004815,Mansmann,Till,20,FDP,Till Mansmann,TillMansmann,person,1.0
405,11005141,Mansoori,Kaweh,20,SPD,Kaweh Mansoori,El_KaWeh_,person,1.0
406,11005142,Martens,Zanda,20,SPD,Zanda Martens,ZandaMartens,person,1.0
407,11004959,Martin,Dorothee,20,SPD,Dorothee Martin,Doro_Martin,person,1.0
408,11005143,Marvi,Parsa,20,SPD,Parsa Marvi,ParsaMarvi,person,1.0
409,11005144,Mascheck,Franziska,20,SPD,Franziska Mascheck,f_mascheck,person,1.0
410,11003804,Mast,Katja,20,SPD,Katja Mast,KatjaMast,person,1.0
411,11004108,Mattfeldt,Andreas,20,CDU,Andreas Mattfeldt,AMattfeldt,person,1.0
412,11003589,Mayer,Stephan,20,CDU,Stephan Mayer,StephanMayerCSU,person,1.0
413,11005145,Mayer,Zoe,20,Gruene,Zoe Mayer,zoe_gruene,person,1.0
414,11005146,Mayer-Lay,Volker,20,CDU,Volker Mayer-Lay,VMayer_Lay,person,1.0
415,11005147,Mehltretter,Andreas,20,SPD,Andreas Mehltretter,Mehli,person,1.0
416,11005148,Mehmet Ali,Takis,20,SPD,Takis Mehmet Ali,TakisMehmetAli,person,1.0
417,11004819,Meiser,Pascal,20,Linke,Pascal Meiser,pascalmeiser,person,1.0
418,11002733,Meister,Michael,20,CDU,Michael Meister,meister_schafft,person,1.0
420,11005150,Merten,Anikó,20,FDP,Anikó Merten,AnikoMerten,person,0.0
421,11002735,Merz,Friedrich,20,CDU,Friedrich Merz,_friedrichmerz,person,1.0
422,11005151,Mesarosch,Robin,20,SPD,Robin Mesarosch,mesarosch,person,0.0
423,11004352,Metzler,Jan,20,CDU,Jan Metzler,JanMetzler,person,1.0
424,11004820,Meyer,Christoph,20,FDP,Christoph Meyer,Meyer_FDP,person,1.0
425,11004821,Miazga,Corinna,20,AFD,Corinna Miazga,CorinnaMiazga,person,1.0
426,11005152,Michaelsen,Swantje Henrike,20,Gruene,Swantje Henrike Michaelsen,SwantjeMichael1,person,1.0
427,11005153,Michel,Kathrin,20,SPD,Kathrin Michel,Kthrn_Mchl_SPD,person,1.0
431,11004353,Mihalic,Irene,20,Gruene,Irene Mihalic,IreneMihalic,person,1.0
432,11005155,Mijatović,Boris,20,Gruene,Boris Mijatović,borismijatovic,person,1.0
433,11004355,Mittag,Susanne,20,SPD,Susanne Mittag,MittagSusanne,person,1.0
434,11004823,Mohamed Ali,Amira,20,Linke,Amira Mohamed Ali,Amira_M_Ali,person,1.0
435,11004111,Möhring,Cornelia,20,Linke,Cornelia Möhring,Conni_Moehring,person,1.0
436,11004824,Mohrs,Falko,20,SPD,Falko Mohrs,FalkoMohrs,person,1.0
437,11004825,Moll,Claudia,20,SPD,Claudia Moll,ClaudiaMollMdB,person,1.0
438,11004826,Möller,Siemtje,20,SPD,Siemtje Möller,SiemtjeMdB,person,1.0
439,11005156,Moncsek,Mike,20,AFD,Mike Moncsek,Mike_Moncsek,person,1.0
440,11004113,Monstadt,Dietrich,20,CDU,Dietrich Monstadt,MdBMonstadt,person,0.0
441,11005157,Moosdorf,Matthias,20,AFD,Matthias Moosdorf,MMoosdorf,person,0.0
442,11005158,Mordhorst,Maximilian,20,FDP,Maximilian Mordhorst,maxmordhorst,person,1.0
443,11005159,Mörseburg,Maximilian,20,CDU,Maximilian Mörseburg,maxmoerseburg,person,1.0
444,11003597,Müller,Stefan,20,CDU,Stefan Müller,smuellermdb,person,1.0
446,11003816,Müller,Detlef,20,SPD,Detlef Müller,MuellerChemnitz,person,1.0
447,11004358,Müller,Bettina,20,SPD,Bettina Müller,BetMueller,person,1.0
448,11004828,Müller,Alexander,20,FDP,Alexander Müller,alexmuellerfdp,person,1.0
450,11004830,Müller,Claudia,20,Gruene,Claudia Müller,GruenClaudia,person,0.0
451,11004832,Müller,Sepp,20,CDU,Sepp Müller,mueller_sepp,person,1.0
452,11005160,Müller,Florian,20,CDU,Florian Müller,FlorianMM,person,1.0
454,11005162,Müller,Sascha,20,Gruene,Sascha Müller,SaschaMuller,person,1.0
455,11004117,Müller-Gemmeke,Beate,20,Gruene,Beate Müller-Gemmeke,GrueneBeate,person,1.0
456,11004834,Müller-Rosentritt,Frank,20,FDP,Frank Müller-Rosentritt,theliberalfran,person,1.0
457,11004359,Müntefering,Michelle,20,SPD,Michelle Müntefering,Mi_Muentefering,person,1.0
458,11004836,Münzenmaier,Sebastian,20,AFD,Sebastian Münzenmaier,S_Muenzenmaier,person,1.0
461,11005164,Nanni,Sara,20,Gruene,Sara Nanni,SaraNanni,person,1.0
462,11005165,Nasr,Rasha,20,SPD,Rasha Nasr,rasha_nasr_,person,1.0
463,11004837,Nastic,Zaklin,20,Linke,Zaklin Nastic,ZaklinNastic,person,1.0
464,11005166,Naujok,Edgar,20,AFD,Edgar Naujok,edgar_naujok,person,1.0
465,11004119,Nestle,Ingrid,20,Gruene,Ingrid Nestle,Ingrid_Nestle,person,1.0
466,11005167,Nick,Ophelia,20,Gruene,Ophelia Nick,OpheliaNick,person,1.0
467,11005168,Nickholz,Brian,20,SPD,Brian Nickholz,BrianNickholz,person,1.0
470,11004842,Nolte,Jan Ralf,20,AFD,Jan Ralf Nolte,Jan_Nolte_AfD,person,1.0
471,11004123,Notz,Konstantin,20,Gruene,Konstantin Notz,KonstantinNotz,person,1.0
472,11003881,Nouripour,Omid,20,Gruene,Omid Nouripour,nouripour,person,1.0
473,11005169,Nürnberger,Jörg,20,SPD,Jörg Nürnberger,joergnurnberger,person,1.0
474,11005170,Oehl,Lennard,20,SPD,Lennard Oehl,lennardoehl,person,1.0
475,11004365,Oellers,Wilfried,20,CDU,Wilfried Oellers,WilfriedOellers,person,0.0
476,11005171,Oppelt,Moritz,20,CDU,Moritz Oppelt,MoritzOppelt,person,0.0
477,11004844,Ortleb,Josephine,20,SPD,Josephine Ortleb,josephineortleb,person,1.0
478,11004366,Oßner,Florian,20,CDU,Florian Oßner,Florian_Ossner,person,1.0
479,11004845,Oster,Josef,20,CDU,Josef Oster,josefoster,person,1.0
480,11003821,Otte,Henning,20,CDU,Henning Otte,HenningOtteMdB,person,1.0
481,11005172,Otte,Karoline,20,Gruene,Karoline Otte,karo_otte,person,1.0
482,11004846,Otten,Gerold,20,AFD,Gerold Otten,Gerold_Otten,person,1.0
483,11002746,Özdemir,Cem,20,Gruene,Cem Özdemir,cem_oezdemir,person,1.0
484,11004368,Özdemir,Mahmut,20,SPD,Mahmut Özdemir,oezdemir_spd,person,1.0
485,11004124,Özoğuz,Aydan,20,SPD,Aydan Özoğuz,oezoguz,person,1.0
486,11005173,Pahlke,Julian,20,Gruene,Julian Pahlke,J_Pahlke,person,1.0
487,11005174,Pantazis,Christos,20,SPD,Christos Pantazis,Dr_Pantazis,person,1.0
489,11005176,Papendieck,Mathias,20,SPD,Mathias Papendieck,M_Papendieck,person,1.0
490,11003206,Pau,Petra,20,Linke,Petra Pau,PetraPauMaHe,person,1.0
491,11004127,Paus,Lisa,20,Gruene,Lisa Paus,lisapaus,person,1.0
492,11005177,Pawlik,Natalie,20,SPD,Natalie Pawlik,natalie_pawlik,person,1.0
493,11005178,Peick,Jens,20,SPD,Jens Peick,JensPeick,person,1.0
494,11004848,Pellmann,Sören,20,Linke,Sören Pellmann,LINKEPELLI,person,1.0
495,11004849,Perli,Victor,20,Linke,Victor Perli,victorperli,person,1.0
496,11004850,Peterka,Tobias Matthias,20,AFD,Tobias Matthias Peterka,TobiasMPeterka,person,1.0
497,11004605,Petry,Christian,20,SPD,Christian Petry,CPetryMdB,person,1.0
498,11005179,Philippi,Andreas,20,SPD,Andreas Philippi,PhilippiSpd,person,1.0
499,11005180,Piechotta,Paula,20,Gruene,Paula Piechotta,PaulaPiechotta,person,1.0
500,11004853,Pilsinger,Stephan,20,CDU,Stephan Pilsinger,StephPilsinger,person,1.0
501,11005181,Plobner,Jan,20,SPD,Jan Plobner,JanPlobner,person,1.0
502,11004854,Ploß,Christoph,20,CDU,Christoph Ploß,christophploss,person,1.0
503,11005182,Plum,Martin,20,CDU,Martin Plum,MartinPlumMdB,person,1.0
504,11004856,Pohl,Jürgen,20,AFD,Jürgen Pohl,Pohl_MdB,person,1.0
505,11004857,Polat,Filiz,20,Gruene,Filiz Polat,filizgreen,person,1.0
507,11004378,Post,Achim,20,SPD,Achim Post,Achim_P,person,1.0
508,11004858,Protschka,Stephan,20,AFD,Stephan Protschka,AfDProtschka,person,1.0
509,11002754,Rachel,Thomas,20,CDU,Thomas Rachel,_thomasrachel,person,1.0
511,11004383,Radwan,Alexander,20,CDU,Alexander Radwan,AlexanderRadwan,person,1.0
512,11005273,Raffelhüschen,Claudia,20,FDP,Claudia Raffelhüschen,CRaffelhueschen,person,1.0
513,11004384,Rainer,Alois,20,CDU,Alois Rainer,AloisRainer,person,1.0
515,11005183,Redder,Volker,20,FDP,Volker Redder,docredder,person,1.0
516,11005184,Rehbaum,Henning,20,CDU,Henning Rehbaum,HenningRehbaum,person,1.0
517,11004859,Reichardt,Martin,20,AFD,Martin Reichardt,M_Reichardt_AfD,person,1.0
518,11005185,Reichel,Markus,20,CDU,Markus Reichel,MarkusReichelDD,person,1.0
519,11005186,Reichinnek,Heidi,20,Linke,Heidi Reichinnek,HeidiReichinnek,person,1.0
521,11004229,Reinhold,Hagen,20,FDP,Hagen Reinhold,reinholdmdb,person,1.0
522,11004385,Renner,Martina,20,Linke,Martina Renner,MartinaRenner,person,1.0
523,11004862,Renner,Martin Erwin,20,AFD,Martin Erwin Renner,Renner_AfD,person,1.0
524,11004864,Reuther,Bernd,20,FDP,Bernd Reuther,reuther_bernd,person,1.0
525,11005188,Rhie,Ye-One,20,SPD,Ye-One Rhie,YeOne_Rhie,person,1.0
527,11004865,Riexinger,Bernd,20,Linke,Bernd Riexinger,b_riexinger,person,1.0
528,11004387,Rimkus,Andreas,20,SPD,Andreas Rimkus,Andreas_Rimkus,person,1.0
530,11003830,Rix,Sönke,20,SPD,Sönke Rix,SoenkeRix,person,1.0
533,11005191,Roloff,Sebastian,20,SPD,Sebastian Roloff,SebRoloff,person,1.0
534,11004389,Rosemann,Martin,20,SPD,Martin Rosemann,MartinRosemann,person,1.0
535,11005192,Rosenthal,Jessica,20,SPD,Jessica Rosenthal,jessi_rosenthal,person,1.0
536,11004138,Rößner,Tabea,20,Gruene,Tabea Rößner,TabeaRoessne,person,1.0
538,11003213,Roth,Michael,20,SPD,Michael Roth,MiRo_SPD,person,1.0
539,11002765,Röttgen,Norbert,20,CDU,Norbert Röttgen,n_roettgen,person,1.0
540,11004866,Rottmann,Manuela,20,Gruene,Manuela Rottmann,ManuelaRottman,person,1.0
541,11004867,Rouenhoff,Stefan,20,CDU,Stefan Rouenhoff,StefanRouenhoff,person,1.0
542,11005193,Röwekamp,Thomas,20,CDU,Thomas Röwekamp,TR_Bremen,person,1.0
543,11004139,Rüddel,Erwin,20,CDU,Erwin Rüddel,Erwin_Rueddel,person,1.0
544,11005194,Rudolph,Thorsten,20,SPD,Thorsten Rudolph,jethoru,person,1.0
546,11004390,Rüffer,Corinna,20,Gruene,Corinna Rüffer,crueffer,person,1.0
548,11004392,Rützel,Bernd,20,SPD,Bernd Rützel,ruetzelbernd,person,0.0
549,11004622,Ryglewski,Sarah,20,SPD,Sarah Ryglewski,RyglewskiS,person,1.0
550,11004393,Saathoff,Johann,20,SPD,Johann Saathoff,Johann_Saathof,person,1.0
551,11005198,Santos Firnhaber,Catarina,20,CDU,Catarina Santos Firnhaber,CatarinaDosSa,person,1.0
552,11004869,Sattelberger,Thomas,20,FDP,Thomas Sattelberger,th_sattelberger,person,1.0
553,11004871,Sauter,Christian,20,FDP,Christian Sauter,Chr_Sauter,person,1.0
555,11005199,Schäfer,Ingo,20,SPD,Ingo Schäfer,ingoschaeferspd,person,1.0
556,11005200,Schäfer,Jamila,20,Gruene,Jamila Schäfer,jamila_anna,person,1.0
557,11005201,Schäfer,Sebastian,20,Gruene,Sebastian Schäfer,sebastian_es_,person,1.0
558,11003834,Schäffler,Frank,20,FDP,Frank Schäffler,f_schaeffler,person,1.0
560,11005203,Schattner,Bernd,20,AFD,Bernd Schattner,Schattner_MdB,person,1.0
561,11005204,Schätzl,Johannes,20,SPD,Johannes Schätzl,SchaetzlJo,person,0.0
563,11004395,Schauws,Ulle,20,Gruene,Ulle Schauws,ulle_schauws,person,1.0
564,11004396,Scheer,Nina,20,SPD,Nina Scheer,NinaScheer_SPD,person,1.0
565,11005205,Schenderlein,Christiane,20,CDU,Christiane Schenderlein,schenderleinmdb,person,1.0
566,11003625,Scheuer,Andreas,20,CDU,Andreas Scheuer,andreasscheuer,person,1.0
567,11003838,Schieder,Marianne,20,SPD,Marianne Schieder,m_schieder,person,1.0
568,11004397,Schiefner,Udo,20,SPD,Udo Schiefner,UdoSchiefner,person,0.0
569,11004873,Schielke-Ziesing,Ulrike,20,AFD,Ulrike Schielke-Ziesing,ulschzi,person,1.0
571,11004398,Schimke,Jana,20,CDU,Jana Schimke,JanaSchimke,person,1.0
573,11004876,Schmid,Nils,20,SPD,Nils Schmid,NilsSchmid,person,1.0
574,11005208,Schmid,Christoph,20,SPD,Christoph Schmid,kratermensch,person,1.0
575,11004401,Schmidt,Dagmar,20,SPD,Dagmar Schmidt,dieschmidt,person,1.0
576,11004877,Schmidt,Stefan,20,Gruene,Stefan Schmidt,Schmidt_MdB,person,1.0
578,11005209,Schmidt,Eugen,20,AFD,Eugen Schmidt,AfDrus,person,1.0
579,11005210,Schmidt,Jan Wenzel,20,AFD,Jan Wenzel Schmidt,jws_afd,person,1.0
580,11003218,Schneider,Carsten,20,SPD,Carsten Schneider,schneidercar,person,1.0
581,11004880,Schneider,Jörg,20,AFD,Jörg Schneider,Schneider_AfD,person,1.0
582,11005211,Schneider,Daniel,20,SPD,Daniel Schneider,schneider_cux,person,1.0
583,11004146,Schnieder,Patrick,20,CDU,Patrick Schnieder,Pschnieder,person,1.0
584,11003231,Scholz,Olaf,20,SPD,Olaf Scholz,OlafScholz,person,1.0
585,11004116,Schön,Nadine,20,CDU,Nadine Schön,NadineSchoen,person,1.0
586,11005212,Schönberger,Marlene,20,Gruene,Marlene Schönberger,lime_green_leni,person,1.0
587,11004881,Schraps,Johannes,20,SPD,Johannes Schraps,jschraps,person,1.0
589,11004883,Schreiner,Felix,20,CDU,Felix Schreiner,felixschreiner,person,1.0
590,11005214,Schröder,Christina-Johanne,20,Gruene,Christina-Johanne Schröder,cj_schroeder,person,1.0
591,11005215,Schröder,Ria,20,FDP,Ria Schröder,ria_schroeder,person,0.0
592,11004884,Schrodi,Michael,20,SPD,Michael Schrodi,mischrodi,person,1.0
593,11004888,Schulz,Uwe,20,AFD,Uwe Schulz,Uwe_Schulz_AfD,person,1.0
594,11005216,Schulz,Anja,20,FDP,Anja Schulz,_anja_schulz,person,1.0
595,11004405,Schulz-Asche,Kordula,20,Gruene,Kordula Schulz-Asche,K_SA,person,1.0
596,11005217,Schulze,Svenja,20,SPD,Svenja Schulze,SvenjaSchulze68,person,1.0
597,11003846,Schwabe,Frank,20,SPD,Frank Schwabe,FrankSchwabe,person,1.0
598,11004150,Schwartze,Stefan,20,SPD,Stefan Schwartze,s_schwartze,person,1.0
599,11004407,Schwarz,Andreas,20,SPD,Andreas Schwarz,Schwarz_MdB,person,1.0
600,11005218,Schwarz,Armin,20,CDU,Armin Schwarz,ArminSchwarz,person,1.0
601,11003847,Schwarzelühr-Sutter,Rita,20,SPD,Rita Schwarzelühr-Sutter,rischwasu,person,1.0
602,11004890,Seestern-Pauly,Matthias,20,FDP,Matthias Seestern-Pauly,mseesternpauly,person,1.0
605,11005220,Seiter,Stephan,20,FDP,Stephan Seiter,StSeiter,person,1.0
606,11004891,Seitz,Thomas,20,AFD,Thomas Seitz,Th_Seitz_AfD,person,1.0
607,11005221,Seitzl,Lina,20,SPD,Lina Seitzl,Lina_Seitzl,person,1.0
608,11005222,Sekmen,Melis,20,Gruene,Melis Sekmen,Melis_S,person,0.0
609,11005223,Semet,Rainer,20,FDP,Rainer Semet,RainerSemet,person,1.0
610,11004892,Sichert,Martin,20,AFD,Martin Sichert,Martin_Sichert,person,1.0
611,11003636,Silberhorn,Thomas,20,CDU,Thomas Silberhorn,SilberhornMdB,person,1.0
612,11004893,Simon,Björn,20,CDU,Björn Simon,BjoernSimon,person,1.0
613,11003848,Sitte,Petra,20,Linke,Petra Sitte,Petra_Sitte_MdB,person,1.0
614,11004159,Skudelny,Judith,20,FDP,Judith Skudelny,JudithSkudelny,person,1.0
615,11005224,Slawik,Nyke,20,Gruene,Nyke Slawik,nyke_slawik,person,1.0
616,11004409,Sorge,Tino,20,CDU,Tino Sorge,TinoSorge,person,1.0
617,11003638,Spahn,Jens,20,CDU,Jens Spahn,jensspahn,person,1.0
618,11005225,Spallek,Anne Monika,20,Gruene,Anne Monika Spallek,AnneSpallek,person,1.0
619,11004899,Spaniel,Dirk,20,AFD,Dirk Spaniel,DirkSpaniel,person,1.0
620,11005226,Spellerberg,Merle,20,Gruene,Merle Spellerberg,spellerberg_m,person,1.0
621,11004900,Springer,René,20,AFD,René Springer,Rene_Springer,person,1.0
622,11004412,Stadler,Svenja,20,SPD,Svenja Stadler,stadler_svenja,person,1.0
623,11004901,Staffler,Katrin,20,CDU,Katrin Staffler,katrin_staffler,person,1.0
624,11005227,Stahr,Nina,20,Gruene,Nina Stahr,ninastahr,person,1.0
625,11004413,Stamm-Fibich,Martina,20,SPD,Martina Stamm-Fibich,stamm_fibich,person,1.0
626,11004902,Stark-Watzinger,Bettina,20,FDP,Bettina Stark-Watzinger,starkwatzinger,person,1.0
627,11005228,Steffen,Till,20,Gruene,Till Steffen,till_steffen,person,1.0
628,11004414,Stefinger,Wolfgang,20,CDU,Wolfgang Stefinger,StefingerMdB,person,1.0
629,11004415,Stegemann,Albert,20,CDU,Albert Stegemann,StegemannAlbert,person,1.0
630,11005229,Stegner,Ralf,20,SPD,Ralf Stegner,Ralf_Stegner,person,1.0
631,11004904,Stein,Mathias,20,SPD,Mathias Stein,stonie_kiel,person,1.0
632,11004418,Steiniger,Johannes,20,CDU,Johannes Steiniger,JoSteiniger,person,1.0
633,11005230,Steinmüller,Hanna,20,Gruene,Hanna Steinmüller,HanSteinmueller,person,1.0
634,11003639,Stetten,Christian,20,CDU,Christian Stetten,CvStetten,person,1.0
635,11005231,Sthamer,Nadja,20,SPD,Nadja Sthamer,nadjasthamer,person,1.0
639,11005234,Stockmeier,Konrad,20,FDP,Konrad Stockmeier,KonradStockmei1,person,1.0
640,11004905,Storch,Beatrix,20,AFD,Beatrix Storch,Beatrix_vStorch,person,1.0
641,11003643,Storjohann,Gero,20,CDU,Gero Storjohann,gero_storjohann,person,1.0
642,11004906,Strack-Zimmermann,Marie-Agnes,20,FDP,Marie-Agnes Strack-Zimmermann,MAStrackZi,person,1.0
644,11004908,Strasser,Benjamin,20,FDP,Benjamin Strasser,bstrasser,person,1.0
646,11003888,Strengmann-Kuhn,Wolfgang,20,Gruene,Wolfgang Strengmann-Kuhn,W_SK,person,1.0
648,11005236,Stüwe,Ruppert,20,SPD,Ruppert Stüwe,stuewer,person,1.0
649,11005197,Taher Saleh,Kassem,20,Gruene,Kassem Taher Saleh,kassem_ts,person,1.0
650,11004911,Tatti,Jessica,20,Linke,Jessica Tatti,jessica_tatti,person,1.0
653,11005237,Tesfaiesus,Awet,20,Gruene,Awet Tesfaiesus,AwetTesfaiesus,person,1.0
654,11004913,Teuteberg,Linda,20,FDP,Linda Teuteberg,LindaTeuteberg,person,1.0
655,11005238,Teutrine,Jens,20,FDP,Jens Teutrine,jensteutrine,person,1.0
656,11004914,Theurer,Michael,20,FDP,Michael Theurer,EUTheurer,person,1.0
659,11004175,Thomae,Stephan,20,FDP,Stephan Thomae,StephanThomae,person,1.0
660,11004917,Throm,Alexander,20,CDU,Alexander Throm,alexander_throm,person,1.0
661,11003646,Tillmann,Antje,20,CDU,Antje Tillmann,AntjeTillmann,person,1.0
663,11005239,Tippelt,Nico,20,FDP,Nico Tippelt,NicoTippelt,person,1.0
664,11004222,Todtenhausen,Manfred,20,FDP,Manfred Todtenhausen,MTodtenhausen,person,1.0
665,11003856,Toncar,Florian,20,FDP,Florian Toncar,florian_toncar,person,1.0
667,11004426,Träger,Carsten,20,SPD,Carsten Träger,CarstenTraeger,person,1.0
668,11003246,Trittin,Jürgen,20,Gruene,Jürgen Trittin,JTrittin,person,1.0
669,11005240,Troff-Schaffarzyk,Anja,20,SPD,Anja Troff-Schaffarzyk,anja_troff,person,1.0
670,11005241,Türk-Nachbaur,Derya,20,SPD,Derya Türk-Nachbaur,derya_tn,person,1.0
671,11004645,Uhl,Markus,20,CDU,Markus Uhl,uhl_markus,person,1.0
672,11005242,Uhlig,Katrin,20,Gruene,Katrin Uhlig,katrinuhligbn,person,1.0
673,11004922,Ullmann,Andrew,20,FDP,Andrew Ullmann,UllmannMdB,person,1.0
674,11004427,Ullrich,Volker,20,CDU,Volker Ullrich,VolkerUllrich,person,1.0
675,11004923,Ullrich,Gerald,20,FDP,Gerald Ullrich,G_UllrichFDP,person,1.0
678,11004429,Verlinden,Julia,20,Gruene,Julia Verlinden,julia_verlinden,person,1.0
679,11004924,Vieregge,Kerstin,20,CDU,Kerstin Vieregge,Kerstin_4egge,person,1.0
680,11004179,Vogel,Johannes,20,FDP,Johannes Vogel,johannesvogel,person,1.0
681,11004181,Vogler,Kathrin,20,Linke,Kathrin Vogler,voglerk,person,1.0
683,11004942,Völlers,Marja-Liisa,20,SPD,Marja-Liisa Völlers,MarjaVoellers,person,0.0
685,11004926,Vries,Christoph,20,CDU,Christoph Vries,VriesChristoph,person,1.0
686,11004182,Wadephul,Johann David,20,CDU,Johann David Wadephul,JoWadephul,person,1.0
687,11005245,Wagener,Niklas,20,Gruene,Niklas Wagener,WagenerNiklas,person,1.0
688,11005246,Wagener,Robin,20,Gruene,Robin Wagener,robinwagener,person,1.0
689,11004183,Wagenknecht,Sahra,20,Linke,Sahra Wagenknecht,SWagenknecht,person,1.0
691,11005248,Wagner,Johannes,20,Gruene,Johannes Wagner,yooHannes,person,0.0
692,11005249,Wallstein,Maja,20,SPD,Maja Wallstein,Krawallstein,person,1.0
693,11005250,Walter,Hannes,20,SPD,Hannes Walter,HannesWalterSPD,person,1.0
694,11004221,Walter-Rosenheimer,Beate,20,Gruene,Beate Walter-Rosenheimer,TeamBeate,person,1.0
695,11003655,Wanderwitz,Marco,20,CDU,Marco Wanderwitz,wanderwitz,person,1.0
696,11004437,Warken,Nina,20,CDU,Nina Warken,ninawarken,person,1.0
697,11004929,Weeser,Sandra,20,FDP,Sandra Weeser,sandra_weeser,person,1.0
698,11005251,Wegge,Carmen,20,SPD,Carmen Wegge,CarmenWegge,person,1.0
700,11004930,Weidel,Alice,20,AFD,Alice Weidel,Alice_Weidel,person,1.0
701,11004950,Weingarten,Joe,20,SPD,Joe Weingarten,DrJoeWeingarten,person,1.0
702,11004440,Weisgerber,Anja,20,CDU,Anja Weisgerber,anjaweisgerber,person,1.0
703,11005253,Weishaupt,Saskia,20,Gruene,Saskia Weishaupt,SaskiaLeaRaquel,person,1.0
