bundestag_id;nachname;vorname;wp;fraktion;twitter_handle;account_type
11004425;Timmermann-Fechter;Astrid;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;;person
11004426;Träger;Carsten;20;Fraktion der Sozialdemokratischen Partei Deutschlands;CarstenTraeger;person
11004427;Ullrich;Volker;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;VolkerUllrich;person
11004429;Verlinden;Julia;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;julia_verlinden;person
11004433;Vöpel;Dirk;20;Fraktion der Sozialdemokratischen Partei Deutschlands;;person
11004437;Warken;Nina;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;ninawarken;person
11004440;Weisgerber;Anja;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;anjaweisgerber;person
11004442;Westphal;Bernd;20;Fraktion der Sozialdemokratischen Partei Deutschlands;BerndWestphal4;person
11004443;Whittaker;Kai;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Kai_Whittaker;person
11004444;Wiese;Dirk;20;Fraktion der Sozialdemokratischen Partei Deutschlands;DirkWieseSPD;person
11004448;Yüksel;Gülistan;20;Fraktion der Sozialdemokratischen Partei Deutschlands;;person
11004452;Zeulner;Emmi;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;;person
11004453;Zierke;Stefan;20;Fraktion der Sozialdemokratischen Partei Deutschlands;zierke;person
11004603;Zimmermann;Jens;20;Fraktion der Sozialdemokratischen Partei Deutschlands;JensZSPD;person
11004605;Petry;Christian;20;Fraktion der Sozialdemokratischen Partei Deutschlands;CPetryMdB;person
11004614;Glöckner;Angelika;20;Fraktion der Sozialdemokratischen Partei Deutschlands;A_Gloeckner;person
11004617;Kemmer;Ronja;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;RonjaKemmer;person
11004622;Ryglewski;Sarah;20;Fraktion der Sozialdemokratischen Partei Deutschlands;RyglewskiS;person
11004639;Coße;Jürgen;20;Fraktion der Sozialdemokratischen Partei Deutschlands;juergencosse;person
11004645;Uhl;Markus;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;uhl_markus;person
11004653;Akbulut;Gökay;20;Fraktion DIE LINKE.;AkbulutGokay;person
11004654;Alt;Renata;20;Fraktion der Freien Demokratischen Partei;RenataAlt_MdB;person
11004655;Altenkamp;Norbert Maria;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;NAltenkamp;person
11004656;Amthor;Philipp;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Philipp_Amthor;person
11004659;Badum;Lisa;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;badulrichmartha;person
11004661;Bauer;Nicole;20;Fraktion der Freien Demokratischen Partei;nicole_ae_bauer;person
11004662;Baumann;Bernd;20;Alternative für Deutschland;BerndBaumannAfD;person
11004665;Bayram;Canan;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;LieblingXhain;person
11004666;Beeck;Jens;20;Fraktion der Freien Demokratischen Partei;jensbeeck;person
11004667;In der Beek;Olaf;20;Fraktion der Freien Demokratischen Partei;olafinderbeek;person
11004669;Bernhard;Marc;20;Alternative für Deutschland;MarcBernhardAfD;person
11004673;Biadacz;Marc;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;MBiadaczMdB;person
11004674;Bleck;Andreas;20;Alternative für Deutschland;andreasbleckmdb;person
11004675;Boehringer;Peter;20;Alternative für Deutschland;PeterBoehringer;person
11004676;Brandenburg;Jens;20;Fraktion der Freien Demokratischen Partei;JBrandenburgFDP;person
11004677;Brandenburg;Mario;20;Fraktion der Freien Demokratischen Partei;BraFDP;person
11004678;Brandner;Stephan;20;Alternative für Deutschland;StBrandner;person
11004680;Braun;Jürgen;20;Alternative für Deutschland;JuergenBraunAfD;person
11004681;Breher;Silvia;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;BreherSilvia;person
11004682;Brehm;Sebastian;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Brehm_inNBGNord;person
11004683;Breymaier;Leni;20;Fraktion der Sozialdemokratischen Partei Deutschlands;LeniBreymaier;person
11004684;Brodesser;Carsten;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;;person
11004686;Budde;Katrin;20;Fraktion der Sozialdemokratischen Partei Deutschlands;;person
11004687;Bühl;Marcus;20;Alternative für Deutschland;Marcus_Buehl;person
11004690;Busen;Karlheinz;20;Fraktion der Freien Demokratischen Partei;busen_mdb;person
11004692;Bystron;Petr;20;Alternative für Deutschland;PetrBystronAfD;person
11004694;Christmann;Anna;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;annachristmann;person
11004695;Chrupalla;Tino;20;Alternative für Deutschland;Tino_Chrupalla;person
11004696;Cotar;Joana;20;Alternative für Deutschland;JoanaCotar;person
11004697;Cronenberg;Carl-Julius;20;Fraktion der Freien Demokratischen Partei;cjcronenberg;person
11004698;Curio;Gottfried;20;Alternative für Deutschland;GottfriedCurio;person
11004699;Damerow;Astrid;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;;person
11004701;Dilcher;Esther;20;Fraktion der Sozialdemokratischen Partei Deutschlands;;person
11004703;Domscheit-Berg;Anke;20;Fraktion DIE LINKE.;anked;person
11004705;Dürr;Christian;20;Fraktion der Freien Demokratischen Partei;christianduerr;person
11004707;Ehrhorn;Thomas;20;Alternative für Deutschland;Thomas_Ehrhorn;person
11004709;Erndl;Thomas;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;TErndl;person
11004710;Esdar;Wiebke;20;Fraktion der Sozialdemokratischen Partei Deutschlands;wiebkeesdar1;person
11004711;Espendiller;Michael;20;Alternative für Deutschland;DrMEspendiller;person
11004712;Faber;Marcus;20;Fraktion der Freien Demokratischen Partei;MarcusFaber;person
11004713;Fahimi;Yasmin;20;Fraktion der Sozialdemokratischen Partei Deutschlands;FahimiYasmin;person
11004714;Felser;Peter;20;Alternative für Deutschland;PeterFelser;person
11004715;Ferschl;Susanne;20;Fraktion DIE LINKE.;SusanneFerschl;person
11004716;Föst;Daniel;20;Fraktion der Freien Demokratischen Partei;DFoest;person
11004719;Friedhoff;Dietmar;20;Alternative für Deutschland;dietmarfriedho1;person
11004721;Frohnmaier;Markus;20;Alternative für Deutschland;Frohnmaier_AfD;person
11004722;Frömming;Götz;20;Alternative für Deutschland;GtzFrmming;person
11004724;Gauland;Alexander;20;Alternative für Deutschland;AlexGauland;person
11004726;Gelbhaar;Stefan;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;StefanGelbhaar;person
11004727;Glaser;Albrecht;20;Alternative für Deutschland;GlaserMdb;person
11004731;Gottschalk;Kay;20;Alternative für Deutschland;KayGottschalk1;person
11004732;Gremmels;Timon;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Timon_Gremmels;person
11004733;Grundl;Erhard;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Erhard_Grundl;person
11004734;Hacker;Thomas;20;Fraktion der Freien Demokratischen Partei;hacker_fdp;person
11004736;Harder-Kühnel;Mariana Iris;20;Alternative für Deutschland;M_HarderKuehnel;person
11004739;Haug;Jochen;20;Alternative für Deutschland;Jochen_Haug;person
11004741;Heilmann;Thomas;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;ThomasHeilmann;person
11004742;Helling-Plahr;Katrin;20;Fraktion der Freien Demokratischen Partei;KatrinHelling;person
11004744;Henrichmann;Marc;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;MarcHenrichmann;person
11004745;Herbrand;Markus;20;Fraktion der Freien Demokratischen Partei;HerbrandMarkus;person
11004746;Herbst;Torsten;20;Fraktion der Freien Demokratischen Partei;torstenherbst;person
11004749;Hess;Martin;20;Alternative für Deutschland;Martin_Hess_AfD;person
11004750;Hessel;Katja;20;Fraktion der Freien Demokratischen Partei;fdp_hessel;person
11004752;Hilse;Karsten;20;Alternative für Deutschland;HilseMdb;person
11004753;Höchst;Nicole;20;Alternative für Deutschland;Nicole_Hoechst;person
11004754;Hocker;Gero Clemens;20;Fraktion der Freien Demokratischen Partei;GeroHocker;person
11004756;Hoffmann;Bettina;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;bhoffmann_mdb;person
11004757;Hoffmann;Christoph;20;Fraktion der Freien Demokratischen Partei;HoffmannForest;person
11004761;Holm;Leif-Erik;20;Alternative für Deutschland;Leif_Erik_Holm;person
11004763;Houben;Reinhard;20;Fraktion der Freien Demokratischen Partei;HoubenReinhard;person
11004764;Huber;Johannes;20;Alternative für Deutschland;Huber_AfD;person
11004767;Jacobi;Fabian;20;Alternative für Deutschland;;person
11004768;Jongen;Marc;20;Alternative für Deutschland;Marc_Jongen;person
11004770;Jung;Ingmar;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Ingmar_Jung;person
11004771;Kaiser;Elisabeth;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Kaiser_SPD;person
11004773;Kappert-Gonther;Kirsten;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;KirstenKappert;person
11004778;Keuter;Stefan;20;Alternative für Deutschland;StefanKeuterAfD;person
11004779;Kießling;Michael;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Kiessling_MdB;person
11004780;Klein;Karsten;20;Fraktion der Freien Demokratischen Partei;MdBKlein;person
11004781;Kleinwächter;Norbert;20;Alternative für Deutschland;NKleinwaechter;person
11004784;Kluckert;Daniela;20;Fraktion der Freien Demokratischen Partei;DanielaKluckert;person
11004786;Köhler;Lukas;20;Fraktion der Freien Demokratischen Partei;koehler_fdp;person
11004787;Komning;Enrico;20;Alternative für Deutschland;EnricoKomning;person
11004788;König;Jörn;20;Alternative für Deutschland;JoernKoenigAfD;person
11004789;Konrad;Carina;20;Fraktion der Freien Demokratischen Partei;carina_konrad;person
11004791;Kotré;Steffen;20;Alternative für Deutschland;SteffenKotre;person
11004792;Kraft;Rainer;20;Alternative für Deutschland;Dr_Rainer_Kraft;person
11004796;Kuhle;Konstantin;20;Fraktion der Freien Demokratischen Partei;KonstantinKuhle;person
11004798;Lambsdorff;Alexander;20;Fraktion der Freien Demokratischen Partei;Lambsdorff;person
11004799;Lechte;Ulrich;20;Fraktion der Freien Demokratischen Partei;ulrichlechte;person
11004800;Lehmann;Jens;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;;person
11004801;Lehmann;Sven;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;svenlehmann;person
11004802;Lindh;Helge;20;Fraktion der Sozialdemokratischen Partei Deutschlands;helgelindh;person
11004806;Loos;Bernhard;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;;person
11004807;Lucassen;Rüdiger;20;Alternative für Deutschland;MdB_Lucassen;person
11004809;Maas;Heiko;20;Fraktion der Sozialdemokratischen Partei Deutschlands;HeikoMaas;person
11004815;Mansmann;Till;20;Fraktion der Freien Demokratischen Partei;TillMansmann;person
11004819;Meiser;Pascal;20;Fraktion DIE LINKE.;pascalmeiser;person
11004820;Meyer;Christoph;20;Fraktion der Freien Demokratischen Partei;Meyer_FDP;person
11004821;Miazga;Corinna;20;Alternative für Deutschland;CorinnaMiazga;person
11004823;Mohamed Ali;Amira;20;Fraktion DIE LINKE.;Amira_M_Ali;person
11004824;Mohrs;Falko;20;Fraktion der Sozialdemokratischen Partei Deutschlands;FalkoMohrs;person
11004825;Moll;Claudia;20;Fraktion der Sozialdemokratischen Partei Deutschlands;ClaudiaMollMdB;person
11004826;Möller;Siemtje;20;Fraktion der Sozialdemokratischen Partei Deutschlands;SiemtjeMdB;person
11004828;Müller;Alexander;20;Fraktion der Freien Demokratischen Partei;alexmuellerfdp;person
11004829;Müller;Axel;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;;person
11004830;Müller;Claudia;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;GruenClaudia;person
11004832;Müller;Sepp;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;mueller_sepp;person
11004834;Müller-Rosentritt;Frank;20;Fraktion der Freien Demokratischen Partei;theliberalfrank;person
11004836;Münzenmaier;Sebastian;20;Alternative für Deutschland;S_Muenzenmaier;person
11004837;Nastic;Zaklin;20;Fraktion DIE LINKE.;ZaklinNastic;person
11004841;Nicolaisen;Petra;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;;person
11004842;Nolte;Jan Ralf;20;Alternative für Deutschland;Jan_Nolte_AfD;person
11004844;Ortleb;Josephine;20;Fraktion der Sozialdemokratischen Partei Deutschlands;josephineortleb;person
11004845;Oster;Josef;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;josefoster;person
11004846;Otten;Gerold;20;Alternative für Deutschland;Gerold_Otten;person
11004848;Pellmann;Sören;20;Fraktion DIE LINKE.;LINKEPELLI;person
11004849;Perli;Victor;20;Fraktion DIE LINKE.;victorperli;person
11004850;Peterka;Tobias Matthias;20;Alternative für Deutschland;TobiasMPeterka;person
11004853;Pilsinger;Stephan;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;StephPilsinger;person
11004854;Ploß;Christoph;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;christophploss;person
11004856;Pohl;Jürgen;20;Alternative für Deutschland;Pohl_MdB;person
11004857;Polat;Filiz;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;filizgreen;person
11004858;Protschka;Stephan;20;Alternative für Deutschland;AfDProtschka;person
11004859;Reichardt;Martin;20;Alternative für Deutschland;M_Reichardt_AfD;person
11004862;Renner;Martin Erwin;20;Alternative für Deutschland;Renner_AfD;person
11004864;Reuther;Bernd;20;Fraktion der Freien Demokratischen Partei;reuther_bernd;person
11004865;Riexinger;Bernd;20;Fraktion DIE LINKE.;b_riexinger;person
11004866;Rottmann;Manuela;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;ManuelaRottman;person
11004867;Rouenhoff;Stefan;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;StefanRouenhoff;person
11004869;Sattelberger;Thomas;20;Fraktion der Freien Demokratischen Partei;th_sattelberger;person
11004871;Sauter;Christian;20;Fraktion der Freien Demokratischen Partei;Chr_Sauter;person
11004873;Schielke-Ziesing;Ulrike;20;Alternative für Deutschland;ulschzi;person
11004876;Schmid;Nils;20;Fraktion der Sozialdemokratischen Partei Deutschlands;NilsSchmid;person
11004877;Schmidt;Stefan;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Schmidt_MdB;person
11004878;Schmidt;Uwe;20;Fraktion der Sozialdemokratischen Partei Deutschlands;;person
11004880;Schneider;Jörg;20;Alternative für Deutschland;Schneider_AfD;person
11004881;Schraps;Johannes;20;Fraktion der Sozialdemokratischen Partei Deutschlands;jschraps;person
11004883;Schreiner;Felix;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;felixschreiner;person
11004884;Schrodi;Michael;20;Fraktion der Sozialdemokratischen Partei Deutschlands;mischrodi;person
11004888;Schulz;Uwe;20;Alternative für Deutschland;Uwe_Schulz_AfD;person
11004890;Seestern-Pauly;Matthias;20;Fraktion der Freien Demokratischen Partei;mseesternpauly;person
11004891;Seitz;Thomas;20;Alternative für Deutschland;Th_Seitz_AfD;person
11004892;Sichert;Martin;20;Alternative für Deutschland;Martin_Sichert;person
11004893;Simon;Björn;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;BjoernSimon;person
11004899;Spaniel;Dirk;20;Alternative für Deutschland;DirkSpaniel;person
11004900;Springer;René;20;Alternative für Deutschland;Rene_Springer;person
11004901;Staffler;Katrin;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;katrin_staffler;person
11004902;Stark-Watzinger;Bettina;20;Fraktion der Freien Demokratischen Partei;starkwatzinger;person
11004904;Stein;Mathias;20;Fraktion der Sozialdemokratischen Partei Deutschlands;stonie_kiel;person
11004905;Storch;Beatrix;20;Alternative für Deutschland;Beatrix_vStorch;person
11004906;Strack-Zimmermann;Marie-Agnes;20;Fraktion der Freien Demokratischen Partei;MAStrackZi;person
11004908;Strasser;Benjamin;20;Fraktion der Freien Demokratischen Partei;bstrasser;person
11004911;Tatti;Jessica;20;Fraktion DIE LINKE.;jessica_tatti;person
11004912;Tebroke;Hermann-Josef;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;;person
11004913;Teuteberg;Linda;20;Fraktion der Freien Demokratischen Partei;LindaTeuteberg;person
11004914;Theurer;Michael;20;Fraktion der Freien Demokratischen Partei;EUTheurer;person
11004915;Thies;Hans-Jürgen;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;;person
11004917;Throm;Alexander;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;alexander_throm;person
11004921;Töns;Markus;20;Fraktion der Sozialdemokratischen Partei Deutschlands;;person
11004922;Ullmann;Andrew;20;Fraktion der Freien Demokratischen Partei;UllmannMdB;person
11004923;Ullrich;Gerald;20;Fraktion der Freien Demokratischen Partei;G_UllrichFDP;person
11004924;Vieregge;Kerstin;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Kerstin_4egge;person
11004926;Vries;Christoph;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;VriesChristoph;person
11004929;Weeser;Sandra;20;Fraktion der Freien Demokratischen Partei;sandra_weeser;person
11004930;Weidel;Alice;20;Alternative für Deutschland;Alice_Weidel;person
11004931;Westig;Nicole;20;Fraktion der Freien Demokratischen Partei;NicoleWestig;person
11004932;Weyel;Harald;20;Alternative für Deutschland;h_weyel;person
11004933;Wiehle;Wolfgang;20;Alternative für Deutschland;WolfgangWiehle;person
11004936;Wirth;Christian;20;Alternative für Deutschland;ChrWirthMdB;person
11004937;Witt;Uwe;20;Alternative für Deutschland;Witt_Uwe;person
11004938;Ziemiak;Paul;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;PaulZiemiak;person
11004941;Jensen;Gyde;20;Fraktion der Freien Demokratischen Partei;GydeJ;person
11004942;Völlers;Marja-Liisa;20;Fraktion der Sozialdemokratischen Partei Deutschlands;MarjaVoellers;person
11004947;Baradari;Nezahat;20;Fraktion der Sozialdemokratischen Partei Deutschlands;NBaradari;person
11004948;Heidt;Peter;20;Fraktion der Freien Demokratischen Partei;PeterHeidtFDP;person
11004949;Mackensen-Geis;Isabel;20;Fraktion der Sozialdemokratischen Partei Deutschlands;IsabelMackensen;person
11004950;Weingarten;Joe;20;Fraktion der Sozialdemokratischen Partei Deutschlands;DrJoeWeingarten;person
11004952;Hanke;Reginald;20;Fraktion der Freien Demokratischen Partei;;person
11004953;Lehmann;Sylvia;20;Fraktion der Sozialdemokratischen Partei Deutschlands;LehmannSpd;person
11004956;Bubendorfer-Licht;Sandra;20;Fraktion der Freien Demokratischen Partei;Bubendorferfdp;person
11004959;Martin;Dorothee;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Doro_Martin;person
11004962;Dahmen;Janosch;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;janoschdahmen;person
11004969;Emmerich;Marcel;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;herr_emmerich;person
11005000;Abdi;Sanae;20;Fraktion der Sozialdemokratischen Partei Deutschlands;_sanaeabdi;person
11005001;Abel;Valentin;20;Fraktion der Freien Demokratischen Partei;Valentin_C_Abel;person
11005002;Abraham;Knut;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;Knut_Abraham;person
11005003;Adler;Katja;20;Fraktion der Freien Demokratischen Partei;katjadler;person
11005004;Aeffner;Stephanie;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;s_aeffner;person
11005005;Ahmetovic;Adis;20;Fraktion der Sozialdemokratischen Partei Deutschlands;;person
11005006;Alabali-Radovan;Reem;20;Fraktion der Sozialdemokratischen Partei Deutschlands;ReemAlabali;person
11005007;Al-Dailami;Ali;20;Fraktion DIE LINKE.;ali_aldailami;person
11005008;Al-Halak;Muhanad;20;Fraktion der Freien Demokratischen Partei;HalakMuhanad;person
11005009;Andres;Dagmar;20;Fraktion der Sozialdemokratischen Partei Deutschlands;DagmarAndres;person
11005010;Arlt;Johannes;20;Fraktion der Sozialdemokratischen Partei Deutschlands;arlt_johannes;person
11005011;Audretsch;Andreas;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;AnAudretsch;person
11005012;Außendorf;Maik;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;maik_aussendorf;person
11005013;Bacherle;Tobias;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;TBBacherle;person
11005014;Bachmann;Carolin;20;Alternative für Deutschland;;person
11005015;Baldy;Daniel;20;Fraktion der Sozialdemokratischen Partei Deutschlands;baldy_daniel;person
11005016;Banaszak;Felix;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;fbanaszak;person
11005017;Bär;Karl;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;karlbaer;person
11005018;Baum;Christina;20;Alternative für Deutschland;DrChristinaBaum;person
11005019;Beck;Katharina;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;kathabeck;person
11005020;Beckamp;Roger;20;Alternative für Deutschland;RogerBeckamp;person
11005021;Becker;Holger;20;Fraktion der Sozialdemokratischen Partei Deutschlands;Holger_SciTec;person
11005022;Benner;Lukas;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;LukasBenner_;person
11005023;Berghahn;Jürgen;20;Fraktion der Sozialdemokratischen Partei Deutschlands;;person
11005024;Bergt;Bengt;20;Fraktion der Sozialdemokratischen Partei Deutschlands;BengtBergt;person
11005025;Blankenburg;Jakob;20;Fraktion der Sozialdemokratischen Partei Deutschlands;JakobBla;person
11005026;Bochmann;René;20;Alternative für Deutschland;;person
11005027;Bodtke;Ingo;20;Fraktion der Freien Demokratischen Partei;IngoBodtke;person
11005028;Boginski;Friedhelm;20;Fraktion der Freien Demokratischen Partei;f_boginski;person
11005029;Bollmann;Gereon;20;Alternative für Deutschland;;person
11005030;Borchardt;Simone;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;;person
11005031;Brandes;Dirk;20;Alternative für Deutschland;;person
11005032;Breilmann;Michael;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;m_breilmann;person
11005033;Bröhr;Marlon;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;therealmarlonb1;person
11005034;Bsirske;Frank;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;FBsirske;person
11005035;Bury;Yannick;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;YannickBury;person
11005036;Cademartori Dujisin;Isabel;20;Fraktion der Sozialdemokratischen Partei Deutschlands;isacademartori;person
11005037;Czaja;Mario;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;MarioCzaja;person
11005038;Demir;Hakan;20;Fraktion der Sozialdemokratischen Partei Deutschlands;HakanDemirNK;person
11005039;Detzer;Sandra;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;detzer_sandra;person
11005040;Diedenhofen;Martin;20;Fraktion der Sozialdemokratischen Partei Deutschlands;MDiedenhofen;person
11005041;Dieren;Jan;20;Fraktion der Sozialdemokratischen Partei Deutschlands;JanUlrichDieren;person
11005042;Dietz;Thomas;20;Alternative für Deutschland;ThomasDietz_MdB;person
11005043;Döring;Felix;20;Fraktion der Sozialdemokratischen Partei Deutschlands;;person
11005044;Droßmann;Falko;20;Fraktion der Sozialdemokratischen Partei Deutschlands;;person
11005045;Düring;Deborah;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;DeborahDuering;person
11005046;Echeverria;Axel;20;Fraktion der Sozialdemokratischen Partei Deutschlands;;person
11005047;Eckert;Leon;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;Leckert_;person
11005048;Edelhäußer;Ralph;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;;person
11005049;Eichwede;Sonja;20;Fraktion der Sozialdemokratischen Partei Deutschlands;sonjaeichwede;person
11005050;Engelhard;Alexander;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;;person
11005051;Engelhardt;Heike;20;Fraktion der Sozialdemokratischen Partei Deutschlands;HERavensburg;person
11005052;Englhardt-Kopf;Martina;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;EnglhardtKopf;person
11005053;Farle;Robert;20;Alternative für Deutschland;robert_farle;person
11005054;Fäscher;Ariane;20;Fraktion der Sozialdemokratischen Partei Deutschlands;ArianeFaescher;person
11005055;Fester;Emilia;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;emiliafester;person
11005056;Fiedler;Sebastian;20;Fraktion der Sozialdemokratischen Partei Deutschlands;fiedelseb;person
11005057;Funke;Fabian;20;Fraktion der Sozialdemokratischen Partei Deutschlands;funke_fabian;person
11005058;Funke-Kaiser;Maximilian;20;Fraktion der Freien Demokratischen Partei;max_fksr;person
11005059;Gambir;Schahina;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;schahinag;person
11005060;Ganserer;Tessa;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;GansGruen;person
11005061;Gassner-Herz;Martin;20;Fraktion der Freien Demokratischen Partei;MartinGassner;person
11005062;Gava;Manuel;20;Fraktion der Sozialdemokratischen Partei Deutschlands;;person
11005063;Geissler;Jonas;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;GeisslerJonas;person
11005064;Gerschau;Knut;20;Fraktion der Freien Demokratischen Partei;;person
11005065;Gesenhues;Jan-Niclas;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;JN_Gesenhues;person
11005066;Gnauck;Hannes;20;Alternative für Deutschland;Hannes_Gnauck;person
11005067;Görke;Christian;20;Fraktion DIE LINKE.;goerke_c;person
11005068;Gramling;Fabian;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;FabianGramling;person
11005069;Gräßle;Ingeborg;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;inge_graessle;person
11005070;Grau;Armin;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;ArminGrau;person
11005071;Grützmacher;Sabine;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;S_Gruetzmacher;person
11005072;Güler;Serap;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;SerapGueler;person
11005073;Gürpinar;Ates;20;Fraktion DIE LINKE.;AtesGuerpinar;person
11005074;Habeck;Robert;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;;person
11005075;Hartewig;Philipp;20;Fraktion der Freien Demokratischen Partei;philipphartewig;person
11005076;Harzer;Ulrike;20;Fraktion der Freien Demokratischen Partei;HarzerUlrike;person
11005077;Heiligenstadt;Frauke;20;Fraktion der Sozialdemokratischen Partei Deutschlands;FHeiligenstadt;person
11005078;Heitmann;Linda;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;linda_lobster;person
11005079;Helferich;Matthias;20;Fraktionslos;MatthiasMdb;person
11005080;Henneberger;Kathrin;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;KathrinAnna;person
11005081;Hennig;Anke;20;Fraktion der Sozialdemokratischen Partei Deutschlands;AnkeHennigSPD;person
11005082;Hennig-Wellsow;Susanne;20;Fraktion DIE LINKE.;SusanneHennig;person
11005083;Herrmann;Bernhard;20;Fraktion BÜNDNIS 90/DIE GRÜNEN;BHerrmann_;person
11005084;Heselhaus;Nadine;20;Fraktion der Sozialdemokratischen Partei Deutschlands;NHeselhaus;person
11005085;Hierl;Susanne;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union;HierlSusanne;person
