bundestag_id;nachname;vorname;wp;fraktion
11004714;Felser;Peter;20;Alternative für Deutschland
11004715;Ferschl;Susanne;20;Fraktion DIE LINKE.
11004716;Föst;Daniel;20;Fraktion der Freien Demokratischen Partei
11004719;Friedhoff;Dietmar;20;Alternative für Deutschland
11004721;Frohnmaier;Markus;20;Alternative für Deutschland
11004722;Frömming;Götz;20;Alternative für Deutschland
11004724;Gauland;Alexander;20;Alternative für Deutschland
11004726;Gelbhaar;Stefan;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11004727;Glaser;Albrecht;20;Alternative für Deutschland
11004731;Gottschalk;Kay;20;Alternative für Deutschland
11004732;Gremmels;Timon;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11004733;Grundl;Erhard;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11004734;Hacker;Thomas;20;Fraktion der Freien Demokratischen Partei
11004736;Harder-Kühnel;Mariana Iris;20;Alternative für Deutschland
11004739;Haug;Jochen;20;Alternative für Deutschland
11004741;Heilmann;Thomas;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11004742;Helling-Plahr;Katrin;20;Fraktion der Freien Demokratischen Partei
11004744;Henrichmann;Marc;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11004745;Herbrand;Markus;20;Fraktion der Freien Demokratischen Partei
11004746;Herbst;Torsten;20;Fraktion der Freien Demokratischen Partei
11004749;Hess;Martin;20;Alternative für Deutschland
11004750;Hessel;Katja;20;Fraktion der Freien Demokratischen Partei
11004752;Hilse;Karsten;20;Alternative für Deutschland
11004753;Höchst;Nicole;20;Alternative für Deutschland
11004754;Hocker;Gero Clemens;20;Fraktion der Freien Demokratischen Partei
11004756;Hoffmann;Bettina;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11004757;Hoffmann;Christoph;20;Fraktion der Freien Demokratischen Partei
11004761;Holm;Leif-Erik;20;Alternative für Deutschland
11004763;Houben;Reinhard;20;Fraktion der Freien Demokratischen Partei
11004764;Huber;Johannes;20;Alternative für Deutschland
11004767;Jacobi;Fabian;20;Alternative für Deutschland
11004768;Jongen;Marc;20;Alternative für Deutschland
11004770;Jung;Ingmar;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11004771;Kaiser;Elisabeth;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11004773;Kappert-Gonther;Kirsten;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11004778;Keuter;Stefan;20;Alternative für Deutschland
11004779;Kießling;Michael;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11004780;Klein;Karsten;20;Fraktion der Freien Demokratischen Partei
11004781;Kleinwächter;Norbert;20;Alternative für Deutschland
11004784;Kluckert;Daniela;20;Fraktion der Freien Demokratischen Partei
11004786;Köhler;Lukas;20;Fraktion der Freien Demokratischen Partei
11004787;Komning;Enrico;20;Alternative für Deutschland
11004788;König;Jörn;20;Alternative für Deutschland
11004789;Konrad;Carina;20;Fraktion der Freien Demokratischen Partei
11004791;Kotré;Steffen;20;Alternative für Deutschland
11004792;Kraft;Rainer;20;Alternative für Deutschland
11004796;Kuhle;Konstantin;20;Fraktion der Freien Demokratischen Partei
11004798;Lambsdorff;Alexander;20;Fraktion der Freien Demokratischen Partei
11004799;Lechte;Ulrich;20;Fraktion der Freien Demokratischen Partei
11004800;Lehmann;Jens;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11004801;Lehmann;Sven;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11004802;Lindh;Helge;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11004806;Loos;Bernhard;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11004807;Lucassen;Rüdiger;20;Alternative für Deutschland
11004809;Maas;Heiko;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11004815;Mansmann;Till;20;Fraktion der Freien Demokratischen Partei
11004819;Meiser;Pascal;20;Fraktion DIE LINKE.
11004820;Meyer;Christoph;20;Fraktion der Freien Demokratischen Partei
11004821;Miazga;Corinna;20;Alternative für Deutschland
11004823;Mohamed Ali;Amira;20;Fraktion DIE LINKE.
11004824;Mohrs;Falko;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11004825;Moll;Claudia;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11004826;Möller;Siemtje;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11004828;Müller;Alexander;20;Fraktion der Freien Demokratischen Partei
11004829;Müller;Axel;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11004830;Müller;Claudia;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11004832;Müller;Sepp;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11004834;Müller-Rosentritt;Frank;20;Fraktion der Freien Demokratischen Partei
11004836;Münzenmaier;Sebastian;20;Alternative für Deutschland
11004837;Nastic;Zaklin;20;Fraktion DIE LINKE.
11004841;Nicolaisen;Petra;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11004842;Nolte;Jan Ralf;20;Alternative für Deutschland
11004844;Ortleb;Josephine;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11004845;Oster;Josef;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11004846;Otten;Gerold;20;Alternative für Deutschland
11004848;Pellmann;Sören;20;Fraktion DIE LINKE.
11004849;Perli;Victor;20;Fraktion DIE LINKE.
11004850;Peterka;Tobias Matthias;20;Alternative für Deutschland
11004853;Pilsinger;Stephan;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11004854;Ploß;Christoph;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11004856;Pohl;Jürgen;20;Alternative für Deutschland
11004857;Polat;Filiz;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11004858;Protschka;Stephan;20;Alternative für Deutschland
11004859;Reichardt;Martin;20;Alternative für Deutschland
11004862;Renner;Martin Erwin;20;Alternative für Deutschland
11004864;Reuther;Bernd;20;Fraktion der Freien Demokratischen Partei
11004865;Riexinger;Bernd;20;Fraktion DIE LINKE.
11004866;Rottmann;Manuela;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11004867;Rouenhoff;Stefan;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11004869;Sattelberger;Thomas;20;Fraktion der Freien Demokratischen Partei
11004871;Sauter;Christian;20;Fraktion der Freien Demokratischen Partei
11004873;Schielke-Ziesing;Ulrike;20;Alternative für Deutschland
11004876;Schmid;Nils;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11004877;Schmidt;Stefan;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11004878;Schmidt;Uwe;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11004880;Schneider;Jörg;20;Alternative für Deutschland
11004881;Schraps;Johannes;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11004883;Schreiner;Felix;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11004884;Schrodi;Michael;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11004888;Schulz;Uwe;20;Alternative für Deutschland
11004890;Seestern-Pauly;Matthias;20;Fraktion der Freien Demokratischen Partei
11004891;Seitz;Thomas;20;Alternative für Deutschland
11004892;Sichert;Martin;20;Alternative für Deutschland
11004893;Simon;Björn;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11004899;Spaniel;Dirk;20;Alternative für Deutschland
11004900;Springer;René;20;Alternative für Deutschland
11004901;Staffler;Katrin;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11004902;Stark-Watzinger;Bettina;20;Fraktion der Freien Demokratischen Partei
11004904;Stein;Mathias;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11004905;Storch;Beatrix;20;Alternative für Deutschland
11004906;Strack-Zimmermann;Marie-Agnes;20;Fraktion der Freien Demokratischen Partei
11004908;Strasser;Benjamin;20;Fraktion der Freien Demokratischen Partei
11004911;Tatti;Jessica;20;Fraktion DIE LINKE.
11004912;Tebroke;Hermann-Josef;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11004913;Teuteberg;Linda;20;Fraktion der Freien Demokratischen Partei
11004914;Theurer;Michael;20;Fraktion der Freien Demokratischen Partei
11004915;Thies;Hans-Jürgen;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11004917;Throm;Alexander;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11004921;Töns;Markus;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11004922;Ullmann;Andrew;20;Fraktion der Freien Demokratischen Partei
11004923;Ullrich;Gerald;20;Fraktion der Freien Demokratischen Partei
11004924;Vieregge;Kerstin;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11004926;Vries;Christoph;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11004929;Weeser;Sandra;20;Fraktion der Freien Demokratischen Partei
11004930;Weidel;Alice;20;Alternative für Deutschland
11004931;Westig;Nicole;20;Fraktion der Freien Demokratischen Partei
11004932;Weyel;Harald;20;Alternative für Deutschland
11004933;Wiehle;Wolfgang;20;Alternative für Deutschland
11004936;Wirth;Christian;20;Alternative für Deutschland
11004937;Witt;Uwe;20;Alternative für Deutschland
11004938;Ziemiak;Paul;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11004941;Jensen;Gyde;20;Fraktion der Freien Demokratischen Partei
11004942;Völlers;Marja-Liisa;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11004947;Baradari;Nezahat;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11004948;Heidt;Peter;20;Fraktion der Freien Demokratischen Partei
11004949;Mackensen-Geis;Isabel;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11004950;Weingarten;Joe;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11004952;Hanke;Reginald;20;Fraktion der Freien Demokratischen Partei
11004953;Lehmann;Sylvia;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11004956;Bubendorfer-Licht;Sandra;20;Fraktion der Freien Demokratischen Partei
11004959;Martin;Dorothee;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11004962;Dahmen;Janosch;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11004969;Emmerich;Marcel;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005000;Abdi;Sanae;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005001;Abel;Valentin;20;Fraktion der Freien Demokratischen Partei
11005002;Abraham;Knut;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005003;Adler;Katja;20;Fraktion der Freien Demokratischen Partei
11005004;Aeffner;Stephanie;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005005;Ahmetovic;Adis;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005006;Alabali-Radovan;Reem;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005007;Al-Dailami;Ali;20;Fraktion DIE LINKE.
11005008;Al-Halak;Muhanad;20;Fraktion der Freien Demokratischen Partei
11005009;Andres;Dagmar;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005010;Arlt;Johannes;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005011;Audretsch;Andreas;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005012;Außendorf;Maik;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005013;Bacherle;Tobias;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005014;Bachmann;Carolin;20;Alternative für Deutschland
11005015;Baldy;Daniel;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005016;Banaszak;Felix;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005017;Bär;Karl;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005018;Baum;Christina;20;Alternative für Deutschland
11005019;Beck;Katharina;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005020;Beckamp;Roger;20;Alternative für Deutschland
11005021;Becker;Holger;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005022;Benner;Lukas;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005023;Berghahn;Jürgen;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005024;Bergt;Bengt;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005025;Blankenburg;Jakob;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005026;Bochmann;René;20;Alternative für Deutschland
11005027;Bodtke;Ingo;20;Fraktion der Freien Demokratischen Partei
11005028;Boginski;Friedhelm;20;Fraktion der Freien Demokratischen Partei
11005029;Bollmann;Gereon;20;Alternative für Deutschland
11005030;Borchardt;Simone;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005031;Brandes;Dirk;20;Alternative für Deutschland
11005032;Breilmann;Michael;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005033;Bröhr;Marlon;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005034;Bsirske;Frank;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005035;Bury;Yannick;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005036;Cademartori Dujisin;Isabel;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005037;Czaja;Mario;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005038;Demir;Hakan;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005039;Detzer;Sandra;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005040;Diedenhofen;Martin;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005041;Dieren;Jan;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005042;Dietz;Thomas;20;Alternative für Deutschland
11005043;Döring;Felix;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005044;Droßmann;Falko;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005045;Düring;Deborah;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005046;Echeverria;Axel;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005047;Eckert;Leon;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005048;Edelhäußer;Ralph;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005049;Eichwede;Sonja;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005050;Engelhard;Alexander;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005051;Engelhardt;Heike;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005052;Englhardt-Kopf;Martina;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005053;Farle;Robert;20;Alternative für Deutschland
11005054;Fäscher;Ariane;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005055;Fester;Emilia;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005056;Fiedler;Sebastian;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005057;Funke;Fabian;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005058;Funke-Kaiser;Maximilian;20;Fraktion der Freien Demokratischen Partei
11005059;Gambir;Schahina;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005060;Ganserer;Tessa;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005061;Gassner-Herz;Martin;20;Fraktion der Freien Demokratischen Partei
11005062;Gava;Manuel;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005063;Geissler;Jonas;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005064;Gerschau;Knut;20;Fraktion der Freien Demokratischen Partei
11005065;Gesenhues;Jan-Niclas;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005066;Gnauck;Hannes;20;Alternative für Deutschland
11005067;Görke;Christian;20;Fraktion DIE LINKE.
11005068;Gramling;Fabian;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005069;Gräßle;Ingeborg;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005070;Grau;Armin;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005071;Grützmacher;Sabine;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005072;Güler;Serap;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005073;Gürpinar;Ates;20;Fraktion DIE LINKE.
11005074;Habeck;Robert;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005075;Hartewig;Philipp;20;Fraktion der Freien Demokratischen Partei
11005076;Harzer;Ulrike;20;Fraktion der Freien Demokratischen Partei
11005077;Heiligenstadt;Frauke;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005078;Heitmann;Linda;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005079;Helferich;Matthias;20;Fraktionslos
11005080;Henneberger;Kathrin;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005081;Hennig;Anke;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005082;Hennig-Wellsow;Susanne;20;Fraktion DIE LINKE.
11005083;Herrmann;Bernhard;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005084;Heselhaus;Nadine;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005085;Hierl;Susanne;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005086;Hönel;Bruno;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005087;Hoppermann;Franziska;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005088;Hostert;Jasmina;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005089;Hubertz;Verena;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005090;Hümpfer;Markus;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005091;Huy;Gerrit;20;Alternative für Deutschland
11005092;Janich;Steffen;20;Alternative für Deutschland
11005093;Janssen;Anne;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005094;Jurisch;Ann-Veruschka;20;Fraktion der Freien Demokratischen Partei
11005095;Kaddor;Lamya;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005096;Karaahmetoğlu;Macit;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005097;Kasper;Carlos;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005098;Kassautzki;Anna;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005099;Kaufmann;Malte;20;Alternative für Deutschland
11005100;Kaufmann;Michael;20;Alternative für Deutschland
11005101;Keller;Rainer Johannes;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005102;Kellner;Michael;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005103;Kersten;Franziska;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005104;Khan;Misbah;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005105;Kleebank;Helmut;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005106;Klein;Ottilie;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005107;Klinck;Kristian;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005108;Klose;Annika;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005109;Klüssendorf;Tim;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005110;König;Anne;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005111;Kopf;Chantal;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005112;Koß;Simona;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005113;Kraft;Laura;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005114;Krämer;Philip;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005115;Kreiser;Dunja;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005116;Kröber;Martin;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005117;Kruse;Michael;20;Fraktion der Freien Demokratischen Partei
11005118;Kuban;Tilman;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005119;Kühnert;Kevin;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005120;Lahrkamp;Sarah;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005121;Lang;Ricarda;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005122;Larem;Andreas;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005123;Latendorf;Ina;20;Fraktion DIE LINKE.
11005124;Leiser;Kevin;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005125;Lenders;Jürgen;20;Fraktion der Freien Demokratischen Partei
11005126;Lenk;Barbara;20;Alternative für Deutschland
11005127;Leye;Christian;20;Fraktion DIE LINKE.
11005128;Licina-Bode;Luiza;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005129;Lieb;Thorsten;20;Fraktion der Freien Demokratischen Partei
11005130;Liebert;Anja;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005131;Limbacher;Esra;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005132;Limburg;Helge;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005133;Loop;Denise;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005134;Lucks;Max;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005135;Lugk;Bettina;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005136;Lütke;Kristine;20;Fraktion der Freien Demokratischen Partei
11005137;Machalet;Tanja;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005138;Mack;Klaus;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005139;Malottki;Erik;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005140;Mann;Holger;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005141;Mansoori;Kaweh;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005142;Martens;Zanda;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005143;Marvi;Parsa;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005144;Mascheck;Franziska;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005145;Mayer;Zoe;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005146;Mayer-Lay;Volker;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005147;Mehltretter;Andreas;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005148;Mehmet Ali;Takis;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005149;Menge;Susanne;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005150;Merten;Anikó;20;Fraktion der Freien Demokratischen Partei
11005151;Mesarosch;Robin;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005152;Michaelsen;Swantje Henrike;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005153;Michel;Kathrin;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005154;Mieves;Matthias David;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005155;Mijatović;Boris;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005156;Moncsek;Mike;20;Alternative für Deutschland
11005157;Moosdorf;Matthias;20;Alternative für Deutschland
11005158;Mordhorst;Maximilian;20;Fraktion der Freien Demokratischen Partei
11005159;Mörseburg;Maximilian;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005160;Müller;Florian;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005161;Müller;Michael;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005162;Müller;Sascha;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005163;Nacke;Stefan;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005164;Nanni;Sara;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005165;Nasr;Rasha;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005166;Naujok;Edgar;20;Alternative für Deutschland
11005167;Nick;Ophelia;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005168;Nickholz;Brian;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005169;Nürnberger;Jörg;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005170;Oehl;Lennard;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005171;Oppelt;Moritz;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005172;Otte;Karoline;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005173;Pahlke;Julian;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005174;Pantazis;Christos;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005175;Papenbrock;Wiebke;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005176;Papendieck;Mathias;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005177;Pawlik;Natalie;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005178;Peick;Jens;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005179;Philippi;Andreas;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005180;Piechotta;Paula;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005181;Plobner;Jan;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005182;Plum;Martin;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005183;Redder;Volker;20;Fraktion der Freien Demokratischen Partei
11005184;Rehbaum;Henning;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005185;Reichel;Markus;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005186;Reichinnek;Heidi;20;Fraktion DIE LINKE.
11005187;Reinalter;Anja;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005188;Rhie;Ye-One;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005189;Rinck;Frank;20;Alternative für Deutschland
11005190;Rohwer;Lars;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005191;Roloff;Sebastian;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005192;Rosenthal;Jessica;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005193;Röwekamp;Thomas;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005194;Rudolph;Thorsten;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005195;Rudolph;Tina;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005197;Taher Saleh;Kassem;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005198;Santos Firnhaber;Catarina;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005199;Schäfer;Ingo;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005200;Schäfer;Jamila;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005201;Schäfer;Sebastian;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
11005202;Schamber;Rebecca;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005203;Schattner;Bernd;20;Alternative für Deutschland
11005204;Schätzl;Johannes;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005205;Schenderlein;Christiane;20;Fraktion der Christlich Demokratischen Union/Christlich - Sozialen Union
11005206;Schierenbeck;Peggy;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005207;Schisanowski;Timo;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005208;Schmid;Christoph;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005209;Schmidt;Eugen;20;Alternative für Deutschland
11005210;Schmidt;Jan Wenzel;20;Alternative für Deutschland
11005211;Schneider;Daniel;20;Fraktion der Sozialdemokratischen Partei Deutschlands
11005212;Schönberger;Marlene;20;Fraktion BÜNDNIS 90/DIE GRÜNEN
